NAME,NICKNAME,DIVISION,GENRE,WIN,LOSSES,DRAWS,Actif,ÂGE,LA TAILLE,POIDS,DÉBUT DE L'OCTOGONE,Title_holder,PERMANENT,CLINCH,SOL,KO/TKO,DEC,SUB,sig_str_head,sig_str_body,sig_str_leg,PRÉCISION SAISISSANTE,PRÉCISION DE TAKEDOWN,SIG. STR. A ATTERRI,SIG. FRAPPES ENCAISSÉES,TAKEDOWN AVG,ENVOI AVG,SIG. STR.DÉFENSE,DÉFENSE DE DÉMOLITION,KNOCKDOWN AVG,TEMPS DE COMBAT MOYEN,img_cbt,STYLE DE COMBAT,REACH,PORTÉE DE LA JAMBE,Style de combat,DOB
HERMES FRANCA,"""THE UNREAL""",Lightweight Division,Male,24.0,17.0,0.0,False,48.0,66.0,159.0,"APR. 25, 2003",False,,,,2.0,2.0,3.0,,,,0.39,0.36,1.78,2.85,1.53,2.4,0.55,0.37,,,NO,,71.0,,Orthodox,"Aug 26, 1974"
KAI KARA-FRANCE,"""DON'T BLINK""",Flyweight Division,Male,25.0,11.0,0.0,True,31.0,64.0,125.0,"DEC. 2, 2018",False,577.0,15.0,82.0,12.0,10.0,3.0,429.0,96.0,149.0,0.4,0.33,4.56,3.22,0.61,0.0,0.65,0.88,0.81,739.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/KARA-FRANCE_KAI_L_08-17.png?itok=AlmGskEL,KICKBOXER,69.0,37.0,Orthodox,"Mar 26, 1993"
RICH FRANKLIN,"""ACE""",Middleweight Division,Male,29.0,7.0,0.0,False,33.0,73.0,185.0,"APR. 25, 2003",False,,,,12.0,4.0,5.0,,,,0.44,0.66,4.1,2.07,1.31,0.7,0.62,0.63,,,NO,,76.0,,Southpaw,"Oct 05, 1974"
STEPHANIE FRAUSTO,,Women's Strawweight Division,Female,8.0,7.0,0.0,True,32.0,62.0,115.0,"DEC. 20, 2024",False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.21,0.0,1.43,3.57,0.0,0.0,0.6,0.0,0.0,168.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-11/71667%252Fprofile-galery%252Ffullbodyright-picture%252FFRAUSTO_STEPHANIE_R.png?itok=11I6BMtE,,61.0,,Orthodox,"Sep 20, 1990"
ZANE FRAZIER,"""NASTY""",Heavyweight Division,Male,4.0,11.0,0.0,False,,78.0,250.0,"NOV. 12, 1993",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/FRAZIER_ZANE_R.png?itok=cYfNCM0_,,,,Orthodox,
JUSTIN FRAZIER,"""THE GRIZZLYBEAR""",Heavyweight Division,Male,10.0,3.0,0.0,False,34.0,72.0,265.0,"DEC. 20, 2024",False,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.67,0.0,1.11,6.11,0.0,0.0,0.04,0.0,0.0,216.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2018-11/FRAZIER_JUSTIN_R.png?VersionId=L9WF_jyemmQc18hq_3dIobyaytLgD7AH&itok=QZpmw1Q5,,75.0,,Southpaw,"Jun 15, 1989"
IAN FREEMAN,"""THE MACHINE""",Heavyweight Division,Male,20.0,7.0,1.0,False,56.0,71.0,225.0,"MAR. 10, 2000",False,,,,2.0,1.0,0.0,,,,0.48,0.4,2.54,3.11,1.44,0.7,0.44,0.8,,,NO,,,,Orthodox,"Nov 10, 1966"
DONAVON FRELOW,,Bantamweight Division,Male,6.0,3.0,0.0,False,38.0,67.0,135.0,"AUG. 8, 2017",False,29.0,6.0,1.0,0.0,2.0,4.0,25.0,9.0,2.0,0.28,1.0,2.4,3.2,1.0,0.0,0.52,0.26,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/6f550068-d645-41d3-a7b8-15f2a4ac759e%252FDonavon-Frelow_635821_LeftFullBodyImage.png?itok=P19Hi2Wq,,,,Orthodox,"Jan 20, 1985"
JOSH FREMD,,Middleweight Division,Male,11.0,6.0,0.0,False,30.0,76.0,189.0,"APR. 9, 2022",False,135.0,28.0,10.0,4.0,3.0,4.0,84.0,54.0,35.0,0.44,0.25,2.52,2.23,0.66,1.1,0.47,0.3,0.0,686.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/FREMD_JOSH_L_07-13.png?itok=OH7sQQOx,FREESTYLE,76.0,44.0,Orthodox,"Jan 15, 1994"
MATT FREVOLA,"""THE STEAMROLLA""",Lightweight Division,Male,11.0,5.0,1.0,True,34.0,69.0,169.2,"AUG. 29, 2017",False,207.0,38.0,72.0,4.0,4.0,3.0,214.0,63.0,40.0,0.41,0.39,3.37,3.69,2.39,1.0,0.57,0.36,1.12,470.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/FREVOLA_MATT_L_11-11.png?itok=msHlF1sw,BRAWLER,71.0,40.0,Orthodox,"Jun 11, 1990"
JINH YU FREY,,Women's Strawweight Division,Female,11.0,10.0,0.0,False,38.0,63.0,116.0,"JUN. 27, 2020",False,257.0,36.0,14.0,1.0,8.0,2.0,179.0,49.0,79.0,0.43,0.37,2.97,4.23,1.02,0.3,0.52,0.9,0.0,774.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/71648%252Fprofile-galery%252Ffullbodyleft-picture%252FFREY_JINH_YU_L_07-31.png?itok=JnSNovtP,FREESTYLE,65.0,36.0,Southpaw,"May 20, 1985"
ARTEM FROLOV,,Middleweight Division,Male,11.0,0.0,0.0,False,31.0,70.0,185.0,"DEC. 20, 2024",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,,"Sep 07, 1991"
SARAH FROTA,"""A TRETA""",Women's Flyweight Division,Female,9.0,2.0,0.0,False,36.0,66.5,125.0,"FEB. 2, 2019",False,110.0,4.0,11.0,2.0,2.0,5.0,110.0,8.0,7.0,0.53,0.0,4.52,2.57,0.0,0.0,0.56,0.54,0.54,553.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69601/profile-galery/fullbodyleft-picture/FROTA_SARAH_L.png?VersionId=XBriDY6zK5avOKWlj9KfFMvt5KrgVtLh&itok=iIU8QZzh,,69.0,38.0,Southpaw,"Apr 14, 1987"
DANIEL FRUNZA,,Welterweight Division,Male,9.0,2.0,0.0,True,30.0,73.0,170.0,"DEC. 20, 2024",False,29.0,2.0,11.0,1.0,0.0,0.0,32.0,6.0,4.0,0.44,0.0,4.94,5.53,0.0,0.0,0.52,0.6,0.0,510.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/FRUNZA_DANIEL_L_09-24.png?itok=V2GQJVAu,,73.0,,Orthodox,"Apr 13, 1994"
DON FRYE,"""THE PREDATOR""",Heavyweight Division,Male,20.0,9.0,1.0,False,57.0,73.0,219.0,"FEB. 16, 1996",False,23.0,146.0,21.0,7.0,1.0,3.0,103.0,80.0,7.0,0.65,0.57,2.87,3.57,0.91,0.7,0.37,0.45,0.45,567.0,NO,,,,Orthodox,"Nov 23, 1965"
ANTHONY FRYKLUND,,Middleweight Division,Male,14.0,9.0,1.0,False,52.0,72.0,185.0,"JUL. 27, 1997",False,,,,1.0,0.0,1.0,,,,0.39,0.0,3.49,6.5,0.0,0.5,0.43,0.66,,,NO,,,,Orthodox,"Mar 26, 1971"
ADAM FUGITT,,Welterweight Division,Male,10.0,4.0,0.0,False,34.0,73.0,170.8,"JUL. 30, 2022",False,158.0,10.0,6.0,4.0,1.0,3.0,79.0,70.0,25.0,0.46,0.29,4.72,4.48,2.04,0.0,0.52,0.5,0.0,553.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/FUGITT_ADAM_L_07-30.png?itok=R9N9rLgo,FREESTYLE,77.0,41.0,Southpaw,"Jan 12, 1989"
KATSUHISA FUJI,,,Male,15.0,12.0,0.0,False,50.0,72.0,235.0,"NOV. 19, 1999",False,,,,3.0,2.0,2.0,,,,0.49,0.36,1.05,1.99,2.78,0.6,0.52,0.85,,,NO,,,,Orthodox,"Oct 16, 1970"
RIKI FUKUDA,,Middleweight Division,Male,24.0,9.0,0.0,False,42.0,72.0,186.0,"FEB. 26, 2011",False,,,,0.0,3.0,0.0,,,,0.43,0.43,4.24,3.71,2.17,0.0,0.64,0.7,,,NO,,73.0,,Southpaw,"Jan 06, 1981"
MASIO FULLEN,,Featherweight Division,Male,11.0,7.0,0.0,False,36.0,70.0,145.0,"FEB. 28, 2015",False,59.0,17.0,2.0,3.0,2.0,5.0,49.0,19.0,10.0,0.32,0.33,2.46,3.5,0.47,0.0,0.54,0.69,0.0,634.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/c4610c1e-b664-4429-a087-d0a3abd5918d%252Fmasio-fullen_498745_LeftFullBodyImage.png?itok=ca0RnQg1,,70.0,,Orthodox,"Oct 06, 1986"
SAM FULTON,,Heavyweight Division,Male,0.0,2.0,0.0,False,,0.0,0.0,"SEP. 20, 1996",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,,
TRAVIS FULTON,,Heavyweight Division,Male,0.0,2.0,0.0,False,46.0,0.0,0.0,"MAY. 7, 1999",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,,
RICARDO FUNCH,"""GOLDEN BOY""",Welterweight Division,Male,9.0,6.0,0.0,False,42.0,70.0,170.5,"DEC. 12, 2009",False,,,,0.0,0.0,0.0,,,,0.65,0.18,2.61,3.57,1.24,0.0,0.4,0.6,,,NO,,74.0,,Southpaw,"Aug 14, 1980"
GUSTAVO GABRIEL,,Flyweight Division,Male,0.0,0.0,0.0,False,,66.0,170.0,"DEC. 20, 2024",False,29.0,5.0,5.0,0.0,0.0,0.0,29.0,8.0,2.0,0.65,0.0,4.06,4.26,0.0,0.0,0.46,0.5,0.0,577.0,NO,,,,,"Jan 29, 1993"
CLAUDIA GADELHA,"""CLAUDINHA""",Women's Strawweight Division,Female,18.0,5.0,0.0,False,34.0,64.0,115.5,"JUL. 16, 2014",False,465.0,62.0,63.0,2.0,8.0,7.0,490.0,75.0,25.0,0.42,0.43,3.31,4.57,3.03,0.7,0.57,0.59,0.08,890.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-11/67642%252Fprofile-galery%252Ffullbodyleft-picture%252FGADELHA_CLAUDIA_L_07-06.png?itok=YfsGHHj_,JIU-JITSU,63.5,32.0,Orthodox,"Dec 07, 1988"
MAGOMED GADZHIYASULOV,,Light Heavyweight Division,Male,9.0,0.0,0.0,False,30.0,74.0,219.4,"JUN. 22, 2024",False,79.0,7.0,13.0,5.0,2.0,1.0,47.0,26.0,26.0,0.51,0.92,3.3,1.37,5.5,0.0,0.67,0.57,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/GADZHIYASULOV_MAGOMED_L_06-22.png?itok=bzrvhzrJ,KICKBOXER,75.5,43.5,Orthodox,"Nov 04, 1993"
JUSTIN GAETHJE,"""THE HIGHLIGHT""",Lightweight Division,Male,26.0,5.0,0.0,True,36.0,71.0,156.0,"JUL. 8, 2017",False,849.0,101.0,14.0,20.0,4.0,1.0,586.0,107.0,271.0,0.59,0.25,6.78,7.46,0.11,0.0,0.52,0.75,0.63,656.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/GAETHJE_JUSTIN_L_03-18.png?itok=N9O07LPQ,MMA,70.0,40.0,Orthodox,"Nov 14, 1988"
SHEILA GAFF,"""THE GERMAN TANK""",Women's Bantamweight Division,Female,10.0,7.0,1.0,False,33.0,65.0,135.0,"APR. 27, 2013",False,2.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.5,0.0,1.6,2.89,0.0,0.0,0.28,0.2,0.0,187.0,NO,,62.0,,Orthodox,"Dec 29, 1989"
MUIN GAFUROV,"""TAJIIK""",Bantamweight Division,Male,19.0,6.0,0.0,False,28.0,67.0,144.5,"JUN. 3, 2023",False,90.0,24.0,26.0,10.0,1.0,7.0,95.0,25.0,20.0,0.47,0.27,3.03,2.25,1.95,0.0,0.51,0.68,0.0,693.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/GAFUROV_MUIN_L_06-03.png?itok=s_MwdF_K,SAMBO,68.0,38.0,Southpaw,"May 17, 1996"
MITCH GAGNON,,Bantamweight Division,Male,12.0,5.0,0.0,False,38.0,65.0,136.0,"JUL. 21, 2012",False,126.0,50.0,39.0,1.0,1.0,10.0,138.0,52.0,25.0,0.46,0.25,2.76,2.21,1.16,1.93,0.62,0.66,0.58,584.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-05/GAGNON_MITCH_L.png?VersionId=.mr.GjzcEdJSiwvQ_l0uJ1c8xMae1.Bu&itok=lK4aRjZV,,65.5,36.0,Southpaw,"Oct 10, 1984"
DAVE GALERA,"""SCARECROW""",Bantamweight Division,Male,5.0,1.0,0.0,False,,71.0,136.0,"JAN. 4, 2014",False,8.0,5.0,12.0,2.0,0.0,3.0,15.0,6.0,4.0,0.69,0.0,1.67,0.53,0.0,2.0,0.33,0.14,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/aa50a809-6e8d-43ec-b69d-f67746bed0f9%252FDave-Galera_463240_LeftFullBodyImage.png?itok=p3vk0WhQ,,,,Orthodox,"Jan 12, 1978"
MICKEY GALL,,Welterweight Division,Male,7.0,7.0,0.0,True,32.0,74.0,170.8,"FEB. 7, 2016",False,281.0,41.0,44.0,0.0,1.0,6.0,288.0,58.0,20.0,0.5,0.32,3.5,4.72,1.15,1.6,0.5,0.38,0.29,483.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/GALL_MICKEY_L_11-16.png?itok=HqFo5-y8,BRAZILIAN JIU-JITSU,74.0,41.0,Switch,"Jan 22, 1992"
DANIEL GALLEMORE,,Heavyweight Division,Male,7.0,3.0,0.0,False,,77.0,265.0,"DEC. 20, 2024",False,23.0,8.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,0.41,0.0,3.1,6.0,0.0,0.0,0.52,0.0,0.0,600.0,NO,,,,,
TOM GALLICCHIO,"""DA TANK""",Welterweight Division,Male,19.0,11.0,0.0,False,36.0,70.0,170.0,"JUL. 8, 2017",False,51.0,2.0,0.0,0.0,6.0,13.0,24.0,17.0,12.0,0.27,0.11,3.53,7.07,1.0,0.0,0.44,0.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/b0a9aa4d-8b61-417f-a426-6bcbd0baf38f%252FTom-Gallicchio_632991_LeftFullBodyImage.png?itok=bq5-eMzp,,73.0,40.0,Southpaw,"Sep 23, 1986"
JOEY GAMBINO,"""THE RAGING WARRIOR""",Featherweight Division,Male,9.0,2.0,0.0,False,34.0,67.0,146.0,"JUN. 23, 2012",False,37.0,3.0,4.0,0.0,0.0,0.0,24.0,10.0,10.0,0.35,0.0,2.47,2.53,0.0,0.84,0.52,0.43,0.0,534.0,NO,,,,Orthodox,"Oct 26, 1988"
MANNY GAMBURYAN,"""THE ANVIL""",Bantamweight Division,Male,18.0,11.0,0.0,False,42.0,65.0,136.0,"JUN. 23, 2007",False,,,,1.0,5.0,3.0,,,,0.41,0.34,2.13,2.83,3.26,0.7,0.55,0.69,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68661/profile-galery/fullbodyleft-picture/Manny-Gamburyan_504_LeftFullBodyImage.png?VersionId=Q0JdCCQqJ4LAzoocHd2EweFBvKKMob_d&itok=4KtPo_4T,,67.0,37.0,Orthodox,"May 08, 1981"
MATEUSZ GAMROT,"""GAMER""",Lightweight Division,Male,24.0,3.0,0.0,True,34.0,70.0,156.0,"OCT. 17, 2020",False,315.0,29.0,53.0,8.0,11.0,5.0,298.0,56.0,43.0,0.51,0.35,3.23,3.22,5.25,0.12,0.59,0.91,0.12,738.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/GAMROT_MATEUSZ_L_08-17.png?itok=t7Powkmc,WRESTLING,70.5,39.0,Southpaw,"Dec 11, 1990"
SHAMIL GAMZATOV,,Light Heavyweight Division,Male,14.0,1.0,0.0,False,32.0,74.0,206.0,"NOV. 9, 2019",False,98.0,1.0,0.0,5.0,4.0,5.0,26.0,36.0,37.0,0.48,0.0,5.35,3.46,0.0,0.0,0.52,0.5,0.0,556.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/69245%252Fprofile-galery%252Ffullbodyleft-picture%252FGAMZATOV_SHAMIL_L_10-30.png?itok=-8itgZWn,,76.0,42.0,Orthodox,"Aug 09, 1990"
ARIEL GANDULLA,,Middleweight Division,Male,7.0,9.0,1.0,False,47.0,71.0,205.0,"DEC. 20, 2024",False,16.0,11.0,4.0,0.0,1.0,0.0,28.0,3.0,0.0,0.23,0.67,1.95,2.07,1.88,0.0,0.73,0.0,0.0,478.0,NO,,,,Orthodox,"May 07, 1968"
CIRYL GANE,"""BON GAMIN""",Heavyweight Division,Male,13.0,2.0,0.0,True,34.0,76.0,245.5,"AUG. 10, 2019",False,807.0,65.0,27.0,6.0,4.0,3.0,391.0,248.0,260.0,0.61,0.25,5.26,2.23,0.7,0.61,0.62,0.44,0.26,855.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/GANE_CIRYL_L_12-07.png?itok=z5HtrXc3,MUAY THAI,81.0,42.0,Orthodox,"Apr 12, 1990"
SEAN GANNON,"""THE CANNON""",Heavyweight Division,Male,2.0,1.0,0.0,False,,75.0,265.0,"OCT. 7, 2005",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.38,0.0,0.0,0.28,0.5,,,NO,,,,Southpaw,
JUNYE GAO,,Bantamweight Division,Male,19.0,12.0,0.0,True,31.0,,135.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NO,,,,,
LUIZ GARAGORRI,,Featherweight Division,Male,13.0,2.0,0.0,False,34.0,69.0,145.5,"AUG. 10, 2018",False,87.0,11.0,9.0,4.0,3.0,6.0,77.0,22.0,8.0,0.51,1.0,3.42,2.36,0.48,0.0,0.58,0.62,0.0,626.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71555/profile-galery/fullbodyleft-picture/GARAGORRI_EDUARDO_L.png?VersionId=Hzofazok8TRlhpqy4almJyV.iQ5szvU0&itok=Bozzq8VG,,70.0,38.0,Orthodox,"May 28, 1989"
CODY GARBRANDT,"""NO LOVE""",Bantamweight Division,Male,14.0,6.0,0.0,True,33.0,68.0,135.0,"JAN. 3, 2015",False,385.0,23.0,26.0,11.0,3.0,0.0,317.0,52.0,65.0,0.41,0.34,2.98,3.76,1.03,0.0,0.6,0.8,1.13,582.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-12/GARBRANDT_CODY_L_12-16.png?itok=MmR3oduF,FREESTYLE,65.5,38.0,Orthodox,"Jul 07, 1991"
ELIAS GARCIA,,Flyweight Division,Male,15.0,6.0,0.0,False,30.0,69.0,170.0,"DEC. 20, 2024",False,32.0,3.0,0.0,2.0,2.0,3.0,19.0,4.0,12.0,0.31,0.52,1.81,5.05,3.72,1.36,0.59,0.66,0.68,660.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69699/profile-galery/fullbodyleft-picture/GARCIA_ELIAS_L.png?itok=GH7t9hR9,,72.0,37.0,Orthodox,"Jul 14, 1987"
ALEX GARCIA,"""THE DOMINICAN NIGHTMARE""",Welterweight Division,Male,15.0,6.0,0.0,False,35.0,69.0,170.5,"MAR. 15, 2014",False,160.0,30.0,22.0,6.0,3.0,6.0,176.0,25.0,11.0,0.31,0.53,1.81,3.03,3.72,0.13,0.59,0.67,0.38,702.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67208/profile-galery/fullbodyleft-picture/Alex-Garcia_459193_LeftFullBodyImage.png?itok=Y1lYeVwu,,72.0,39.5,Orthodox,"Jul 14, 1987"
EDGAR GARCIA,,Welterweight Division,Male,16.0,5.0,0.0,False,39.0,70.0,170.0,"JUN. 20, 2009",False,,,,0.0,3.0,1.0,,,,0.42,0.44,3.97,4.36,3.38,0.3,0.61,0.75,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e859507b-5af3-4b41-9d17-0b99c8dda384%252FEdgar-Garcia_1007_LeftFullBodyImage.png?itok=jKblhytg,,71.0,39.0,Orthodox,"Aug 05, 1994"
LEONARD GARCIA,"""BAD BOY""",Featherweight Division,Male,19.0,11.0,1.0,False,43.0,67.0,155.0,"APR. 7, 2007",False,466.0,51.0,35.0,0.0,3.0,1.0,353.0,92.0,107.0,0.42,0.44,3.97,4.79,3.38,0.53,0.61,0.75,0.3,702.0,NO,,70.0,,Orthodox,"Aug 05, 1994"
FERNIE GARCIA,,Bantamweight Division,Male,16.0,5.0,0.0,True,31.0,67.0,155.0,"MAY. 7, 2022",False,101.0,1.0,9.0,3.0,6.0,1.0,78.0,16.0,17.0,0.42,0.5,3.97,4.36,3.38,0.55,0.61,0.75,0.28,652.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/GARCIA_FERNIE_L_05-07.png?itok=iBTj6Wz2,BOXING,70.0,38.0,Orthodox,"Aug 05, 1994"
STEVE GARCIA,"""MEAN MACHINE""",Featherweight Division,Male,17.0,5.0,0.0,True,32.0,72.0,145.5,"FEB. 29, 2020",False,124.0,39.0,96.0,14.0,3.0,0.0,200.0,39.0,20.0,0.57,0.4,5.04,5.05,1.17,1.4,0.5,0.89,2.63,308.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/GARCIA_STEVE_L_09-07.png?itok=bJAeeQxq,FREESTYLE,75.0,41.0,Southpaw,"Sep 13, 1992"
RAFA GARCIA,"""GIFTED""",Lightweight Division,Male,16.0,4.0,0.0,True,30.0,67.0,155.0,"MAR. 13, 2021",False,356.0,45.0,22.0,1.0,6.0,9.0,328.0,60.0,35.0,0.43,0.44,3.97,4.36,3.38,0.3,0.61,0.75,0.0,799.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/GARCIA_RAFA_L_10-12.png?itok=k6dRYuaY,BOXER,70.0,37.0,Orthodox,"Aug 05, 1994"
PABLO GARZA,"""THE SCARECROW""",Featherweight Division,Male,13.0,4.0,0.0,False,39.0,73.0,146.0,"DEC. 5, 2010",False,,,,1.0,1.0,1.0,,,,0.44,0.25,3.37,2.7,0.94,1.3,0.5,0.15,,,NO,,73.0,,Orthodox,"Sep 16, 1983"
AZAMAT GASHIMOV,,Flyweight Division,Male,10.0,3.0,0.0,False,33.0,66.0,126.0,"NOV. 17, 2012",False,7.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,2.0,0.22,0.25,1.24,4.75,1.69,0.0,0.53,0.0,0.0,266.0,NO,,,,Orthodox,"Apr 07, 1990"
BRIAN GASSAWAY,"""MANDINGO""",Welterweight Division,Male,29.0,20.0,3.0,False,50.0,73.0,170.0,"AUG. 20, 2005",False,,,,0.0,0.0,0.0,,,,0.26,0.0,0.34,3.65,0.0,0.0,0.44,0.42,,,NO,,,,Orthodox,"Aug 07, 1972"
KELVIN GASTELUM,,Middleweight Division,Male,19.0,9.0,0.0,False,32.0,69.0,194.0,"APR. 14, 2013",False,986.0,106.0,78.0,7.0,8.0,4.0,777.0,202.0,191.0,0.42,0.35,3.74,3.48,1.1,0.1,0.58,0.59,0.43,817.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/GASTELUM_KELVIN_L_06-22.png?itok=vDE-t591,,71.5,39.5,Southpaw,"Oct 24, 1991"
WILLIE GATES,"""WHOOP ASS""",Flyweight Division,Male,12.0,7.0,0.0,False,36.0,69.0,125.0,"DEC. 13, 2014",False,42.0,9.0,16.0,6.0,3.0,3.0,36.0,23.0,8.0,0.39,0.0,1.8,4.28,0.0,0.4,0.39,0.68,0.81,558.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/81a1275e-b7f2-4983-854d-7cb3bdf3b4f7%252Fwillie-gates_512292_LeftFullBodyImage.png?itok=XTin7BpD,,72.0,39.0,Orthodox,"Jan 21, 1987"
MELISSA GATTO,,Women's Flyweight Division,Female,9.0,2.0,2.0,False,27.0,65.0,141.0,"AUG. 7, 2021",False,195.0,24.0,13.0,3.0,2.0,4.0,130.0,67.0,35.0,0.5,0.29,3.78,2.84,1.47,0.5,0.54,0.64,0.24,736.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/GATTO_MELISSA_L_07-01.png?itok=VDZXGH_f,JIU-JITSU,69.0,38.0,Orthodox,"May 02, 1996"
LOUIS GAUDINOT,"""GOODNIGHT""",Flyweight Division,Male,8.0,4.0,0.0,False,38.0,63.0,125.0,"DEC. 4, 2011",False,99.0,13.0,12.0,2.0,2.0,3.0,74.0,20.0,30.0,0.37,0.4,2.34,6.42,0.57,1.13,0.49,0.31,0.0,637.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/51dd5e0b-99a8-4769-bf9e-ff975d46dfd9%252FLouis-Gaudinot_231412_LeftFullBodyImage.png?itok=JQ-kwHeq,,63.0,,Orthodox,"Aug 28, 1984"
MANUEL GAXHJA,,Lightweight Division,Male,7.0,0.0,0.0,False,25.0,68.0,160.5,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-04/ff8abe2b-ae67-46be-b427-753476eebef3%252FGAXHJA_MANUEL_L.png?itok=icHsbiW-,,,,Switch,"Jul 23, 1997"
SHAMIL GAZIEV,,Heavyweight Division,Male,13.0,1.0,0.0,True,34.0,76.0,265.0,"DEC. 16, 2023",False,65.0,24.0,17.0,8.0,1.0,3.0,77.0,27.0,2.0,0.49,0.3,2.43,3.72,1.03,0.34,0.45,1.0,0.34,654.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/GAZIEV_SHAMIL_L_08-03.png?itok=YSewT41m,MMA,78.5,45.0,Orthodox,"Feb 10, 1990"
PAUL GEORGIEFF,,Welterweight Division,Male,7.0,2.0,0.0,False,40.0,74.0,170.0,"DEC. 9, 2007",False,8.0,1.0,3.0,0.0,0.0,0.0,9.0,1.0,2.0,0.4,0.0,2.55,2.34,0.0,0.0,0.35,0.0,0.0,282.0,NO,,,,Orthodox,"Sep 22, 1982"
BRIAN GERAGHTY,"""DUKE""",Lightweight Division,Male,26.0,18.0,2.0,False,42.0,67.0,155.0,"JUN. 23, 2007",False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.47,9.77,0.0,0.0,0.36,0.5,0.0,129.0,NO,,,,Orthodox,"Nov 04, 1980"
KARINE GEVORGYAN,"""PRINCESS""",Women's Flyweight Division,Female,3.0,3.0,0.0,False,34.0,64.0,130.0,"DEC. 1, 2017",False,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.2,0.0,1.2,1.8,0.0,0.0,0.77,0.0,0.0,100.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e23570ae-572f-4288-8f0c-4f6d4e906e93%252FKarine-Gevorgyan_644626_LeftFullBodyImage.png?itok=-Ujtta8i,,63.0,37.0,,"Mar 09, 1989"
