combattant_1,combattant_2,resultat,methode
Claudio Puelles,Jordan Leavitt,0,DEC
Rob Font,Cody Garbrandt,0,DEC
Yan Xiaonan,Carla Esparza,1,KO/TKO
Jared Vanderaa,Justin Tafa,0,DEC
Felicia Spencer,Norma Dumont,1,DEC
Ricardo Ramos,Bill Algeo,0,DEC
Edmen Shahbazyan,Jack Hermansson,1,DEC
Ben Rothwell,Chris Barnett,0,SUB
Claudio Silva,Court McGee,1,DEC
Bruno Silva,Victor Rodriguez,0,KO/TKO
Shayilan Nuerdanbieke,Josh Culibao,1,DEC
David Dvorak,Juancamilo Ronderos,0,SUB
Rafael Alves,Damir Ismagulov,1,DEC
Charles Oliveira,Michael Chandler,0,KO/TKO
Tony Ferguson,Beneil Dariush,1,DEC
Matt Schnell,Rogerio Bontorin,0,Overturned
Viviane Araujo,Katlyn Cerminara,1,DEC
Edson Barboza,Shane Burgos,0,KO/TKO
Jacare Souza,Andre Muniz,1,SUB
Lando Vannata,Mike Grundy,0,DEC
Jamie Pickett,Jordan Wright,1,KO/TKO
Andrea Lee,Antonina Shevchenko,0,SUB
Gina Mazany,Priscila Cachoeira,1,KO/TKO
Tucker Lutz,Kevin Aguilar,0,DEC
Sean Soriano,Christos Giagos,1,SUB
Marina Rodriguez,Michelle Waterson-Gomez,0,DEC
Donald Cerrone,Alex Morono,1,KO/TKO
Neil Magny,Geoff Neal,0,DEC
Maurice Greene,Marcos Rogerio de Lima,1,DEC
Gregor Gillespie,Diego Ferreira,0,KO/TKO
Kyle Daukaus,Phil Hawes,1,DEC
Michael Trizano,Ludovit Klein,0,DEC
Tafon Nchukwi,JunYong Park,1,M-DEC
Carlston Harris,Christian Aguilera,0,SUB
Jiri Prochazka,Dominick Reyes,0,KO/TKO
Cub Swanson,Giga Chikadze,1,KO/TKO
Ion Cutelaba,Dustin Jacoby,0,DEC
Krzysztof Jotko,Sean Strickland,1,DEC
Merab Dvalishvili,Cody Stamann,0,DEC
Randa Markos,Luana Pinheiro,1,DQ
TJ Brown,Kai Kamaka,0,DEC
Poliana Botelho,Luana Carolina,1,DEC
Loma Lookboonmee,Sam Hughes,0,DEC
KB Bhullar,Andreas Michailidis,1,DEC
Felipe Colares,Luke Sanders,0,DEC
Kamaru Usman,Jorge Masvidal,0,KO/TKO
Zhang Weili,Rose Namajunas,1,KO/TKO
Valentina Shevchenko,Jessica Andrade,0,KO/TKO
Chris Weidman,Uriah Hall,1,KO/TKO
Anthony Smith,Jimmy Crute,0,KO/TKO
Alex Oliveira,Randy Brown,1,SUB
Dwight Grant,Stefan Sekulic,0,DEC
Karl Roberson,Brendan Allen,1,SUB
Pat Sabatini,Tristan Connelly,0,DEC
Kevin Natividad,Batgerel Danaa,1,KO/TKO
Kazula Vargas,Rongzhu,0,DEC
Aoriqileng,Jeff Molina,1,DEC
Ariane Carnelossi,Liang Na,0,KO/TKO
Robert Whittaker,Kelvin Gastelum,0,DEC
Chase Sherman,Andrei Arlovski,1,DEC
Jacob Malkoun,Abdul Razak Alhassan,0,DEC
Justine Kish,Tracy Cortez,1,DEC
Luis Pena,Alexander Munoz,0,DEC
Juan Espino,Alexandr Romanov,1,DEC
Jessica Penne,Loopy Godinez,0,DEC
Bartosz Fabinski,Gerald Meerschaert,1,SUB
Austin Hubbard,Dakota Bush,0,DEC
Anthony Birchak,Tony Gravely,1,KO/TKO
Marvin Vettori,Kevin Holland,0,DEC
Sodiq Yusuff,Arnold Allen,1,DEC
Julian Marquez,Sam Alvey,0,SUB
Nina Nunes,Mackenzie Dern,1,SUB
Daniel Rodriguez,Mike Perry,0,DEC
Jim Miller,Joe Solecki,1,DEC
Mateusz Gamrot,Scott Holtzman,0,KO/TKO
Ignacio Bahamondes,John Makdessi,1,DEC
Jarjis Danho,Yorgan De Castro,0,KO/TKO
Hunter Azure,Jack Shore,1,DEC
Luis Saldana,Jordan Griffin,0,DEC
William Knight,Da Woon Jung,1,DEC
Impa Kasanganay,Sasha Palatnikov,0,SUB
Francis Ngannou,Stipe Miocic,0,KO/TKO
Tyron Woodley,Vicente Luque,1,SUB
Sean O'Malley,Thomas Almeida,0,KO/TKO
Gillian Robertson,Miranda Maverick,1,DEC
Jamie Mullarkey,Khama Worthy,0,KO/TKO
Fabio Cherant,Alonzo Menifield,1,SUB
Abubakar Nurmagomedov,Jared Gooden,0,DEC
Modestas Bukauskas,Michal Oleksiejczuk,1,DEC
Omar Morales,Shane Young,0,DEC
Abu Azaitar,Marc-Andre Barriault,1,KO/TKO
Derek Brunson,Kevin Holland,0,DEC
Song Kenan,Max Griffin,1,KO/TKO
Montserrat Conejo Ruiz,Cheyanne Vlismas,0,DEC
Gustavo Lopez,Adrian Yanez,1,KO/TKO
Tai Tuivasa,Harry Hunsucker,0,KO/TKO
Marion Reneau,Macy Chiasson,1,DEC
Grant Dawson,Leonardo Santos,0,KO/TKO
Roman Dolidze,Trevin Giles,1,DEC
Montel Jackson,Jesse Strader,0,KO/TKO
JP Buys,Bruno Silva,1,KO/TKO
Leon Edwards,Belal Muhammad,0,CNC
Misha Cirkunov,Ryan Spann,1,KO/TKO
Dan Ige,Gavin Tucker,0,KO/TKO
Jonathan Martinez,Davey Grant,1,KO/TKO
Matheus Nicolau,Manel Kape,0,DEC
Darren Stewart,Eryk Anders,1,CNC
Angela Hill,Ashley Yoder,0,DEC
Marcelo Rojo,Charles Jourdain,1,KO/TKO
Rani Yahya,Ray Rodriguez,0,SUB
Rafa Garcia,Nasrat Haqparast,1,DEC
JJ Aldrich,Cortney Casey,0,DEC
Gloria de Paula,Jinh Yu Frey,1,DEC
Matthew Semelsberger,Jason Witt,0,KO/TKO
Jan Blachowicz,Israel Adesanya,0,DEC
Megan Anderson,Amanda Nunes,1,SUB
Aljamain Sterling,Petr Yan,0,DQ
Drew Dober,Islam Makhachev,1,SUB
Aleksandar Rakic,Thiago Santos,0,DEC
Casey Kenney,Dominick Cruz,1,DEC
Kyler Phillips,Song Yadong,0,DEC
Joseph Benavidez,Askar Askarov,1,DEC
Kai Kara-France,Rogerio Bontorin,0,KO/TKO
Jordan Espinosa,Tim Elliott,1,DEC
Kennedy Nzechukwu,Carlos Ulberg,0,KO/TKO
Jake Matthews,Sean Brady,1,SUB
Amanda Lemos,Livinha Souza,0,KO/TKO
Aalon Cruz,Uros Medic,1,KO/TKO
Trevin Jones,Mario Bautista,0,KO/TKO
Ciryl Gane,Jairzinho Rozenstruik,0,DEC
Nikita Krylov,Magomed Ankalaev,1,DEC
Montana De La Rosa,Mayra Bueno Silva,0,M-DEC
Jimmie Rivera,Pedro Munhoz,1,DEC
Alex Caceres,Kevin Croom,0,DEC
Alexander Hernandez,Thiago Moises,1,DEC
Alexis Davis,Sabina Mazo,0,DEC
Vince Cachero,Ronnie Lawrence,1,KO/TKO
Dustin Jacoby,Maxim Grishin,0,DEC
Derrick Lewis,Curtis Blaydes,0,KO/TKO
Ketlen Vieira,Yana Santos,1,DEC
Darrick Minner,Charles Rosa,0,DEC
Aleksei Oleinik,Chris Daukaus,1,KO/TKO
Phil Hawes,Nassourdine Imavov,0,M-DEC
Andrei Arlovski,Tom Aspinall,1,SUB
Jared Gordon,Danny Chavez,0,DEC
Eddie Wineland,John Castaneda,1,KO/TKO
Julian Erosa,Nate Landwehr,0,KO/TKO
Shana Dobson,Casey O'Neill,1,KO/TKO
Aiemann Zahabi,Drako Rodriguez,0,KO/TKO
Jared Vanderaa,Serghei Spivac,1,KO/TKO
Kamaru Usman,Gilbert Burns,0,KO/TKO
Maycee Barber,Alexa Grasso,1,DEC
Kelvin Gastelum,Ian Heinisch,0,DEC
Brian Kelleher,Ricky Simon,1,DEC
Julian Marquez,Maki Pitolo,0,SUB
Rodolfo Vieira,Anthony Hernandez,1,SUB
Belal Muhammad,Dhiego Lima,0,DEC
Mallory Martin,Polyana Viana,1,SUB
Chris Gutierrez,Andre Ewell,0,DEC
Phil Rowe,Gabe Green,1,DEC
Alexander Volkov,Alistair Overeem,0,KO/TKO
Frankie Edgar,Cory Sandhagen,1,KO/TKO
Clay Guida,Michael Johnson,0,DEC
Manel Kape,Alexandre Pantoja,1,DEC
Beneil Dariush,Diego Ferreira,0,DEC
Mike Rodriguez,Danilo Marques,1,SUB
Devonte Smith,Justin Jaynes,0,KO/TKO
Joselyne Edwards,Karol Rosa,1,DEC
Lara Procopio,Molly McCann,0,DEC
Youssef Zalal,SeungWoo Choi,1,DEC
Timur Valiev,Martin Day,0,DEC
Jerome Rivera,Ode Osbourne,1,KO/TKO
Dustin Poirier,Conor McGregor,0,KO/TKO
Dan Hooker,Michael Chandler,1,KO/TKO
Joanne Wood,Jessica Eye,0,DEC
Andrew Sanchez,Makhmud Muradov,1,KO/TKO
Marina Rodriguez,Amanda Ribas,0,KO/TKO
Matt Frevola,Arman Tsarukyan,1,DEC
Brad Tavares,Antonio Carlos Junior,0,DEC
Sara McMann,Julianna Pena,1,SUB
Marcin Prachnio,Khalil Rountree Jr.,0,DEC
Nik Lentz,Movsar Evloev,1,DEC
Amir Albazi,Zhalgas Zhumagulov,0,DEC
Michael Chiesa,Neil Magny,0,DEC
Mounir Lazzez,Warlley Alves,1,KO/TKO
Ike Villanueva,Vinicius Moreira,0,KO/TKO
Roxanne Modafferi,Viviane Araujo,1,DEC
Matt Schnell,Tyson Nam,0,DEC
Douglas Silva de Andrade,Lerone Murphy,1,DEC
Omari Akhmedov,Tom Breese,0,SUB
Gaetano Pirrello,Ricky Simon,1,SUB
Sumudaerji,Zarrukh Adashev,0,DEC
Markus Perez,Dalcha Lungiambula,1,DEC
Francisco Figueiredo,Jerome Rivera,0,DEC
Mason Jones,Mike Davis,1,DEC
Umar Nurmagomedov,Sergey Morozov,0,SUB
Victoria Leonardo,Manon Fiorot,1,KO/TKO
Max Holloway,Calvin Kattar,0,DEC
Matt Brown,Carlos Condit,1,DEC
Li Jingliang,Santiago Ponzinibbio,0,KO/TKO
Joaquin Buckley,Alessio Di Chirico,1,KO/TKO
Punahele Soriano,Dusko Todorovic,0,KO/TKO
Wu Yanan,Joselyne Edwards,1,DEC
Carlos Felipe,Justin Tafa,0,DEC
David Zawada,Ramazan Emeev,1,DEC
Vanessa Melo,Sarah Moras,0,DEC
Jacob Kilburn,Austin Lingo,1,DEC
Stephen Thompson,Geoff Neal,0,DEC
Marlon Vera,Jose Aldo,1,DEC
Michel Pereira,Khaos Williams,0,DEC
Marlon Moraes,Rob Font,1,KO/TKO
Marcin Tybura,Greg Hardy,0,KO/TKO
Alex Morono,Anthony Pettis,1,DEC
Pannie Kianzad,Sijara Eubanks,0,DEC
Antonio Arroyo,Deron Winn,1,DEC
Taila Santos,Gillian Robertson,0,DEC
Jamie Pickett,Tafon Nchukwi,1,DEC
Jimmy Flick,Cody Durden,0,SUB
Carlton Minus,Christos Giagos,1,DEC
Deiveson Figueiredo,Brandon Moreno,0,M-DEC
Tony Ferguson,Charles Oliveira,1,DEC
Mackenzie Dern,Virna Jandiroba,0,DEC
Jacare Souza,Kevin Holland,1,KO/TKO
Ciryl Gane,Junior Dos Santos,0,KO/TKO
Daniel Pineda,Cub Swanson,1,KO/TKO
Rafael Fiziev,Renato Moicano,0,KO/TKO
Billy Quarantillo,Gavin Tucker,1,DEC
Tecia Pennington,Sam Hughes,0,KO/TKO
Peter Barrett,Chase Hooper,1,SUB
Marvin Vettori,Jack Hermansson,0,DEC
Ovince Saint Preux,Jamahal Hill,1,KO/TKO
Gabriel Benitez,Justin Jaynes,0,KO/TKO
John Allan,Roman Dolidze,1,DEC
Jordan Leavitt,Matt Wiman,0,KO/TKO
Jose Quinonez,Louis Smolka,1,KO/TKO
Ilia Topuria,Damon Jackson,0,KO/TKO
Gian Villante,Jake Collier,1,DEC
Anthony Smith,Devin Clark,0,SUB
Takashi Sato,Miguel Baeza,1,SUB
Parker Porter,Josh Parisian,0,DEC
Spike Carlyle,Bill Algeo,1,DEC
Norma Dumont,Ashlee Evans-Smith,0,DEC
Kai Kamaka,Jonathan Pearce,1,KO/TKO
Anderson Dos Santos,Martin Day,0,SUB
Rachael Ostovich,Gina Mazany,1,KO/TKO
Sumudaerji,Malcolm Gordon,0,KO/TKO
Luke Sanders,Nate Maness,1,SUB
Deiveson Figueiredo,Alex Perez,0,SUB
Jennifer Maia,Valentina Shevchenko,1,DEC
Tim Means,Mike Perry,0,DEC
Cynthia Calvillo,Katlyn Cerminara,1,DEC
Paul Craig,Mauricio Rua,0,KO/TKO
Brandon Royval,Brandon Moreno,1,KO/TKO
Joaquin Buckley,Jordan Wright,0,KO/TKO
Ariane da Silva,Antonina Shevchenko,1,KO/TKO
Nicolas Dalby,Daniel Rodriguez,0,DEC
Jared Gooden,Alan Jouban,1,DEC
Kyle Daukaus,Dustin Stoltzfus,0,DEC
Louis Cosce,Sasha Palatnikov,1,KO/TKO
Rafael Dos Anjos,Paul Felder,0,DEC
Abdul Razak Alhassan,Khaos Williams,1,KO/TKO
Ashley Yoder,Miranda Granger,0,DEC
Brendan Allen,Sean Strickland,1,KO/TKO
Cory McKenna,Kay Hansen,0,DEC
Randa Markos,Kanako Murata,1,DEC
Tony Gravely,Geraldo de Freitas,0,DEC
Rhys McKee,Alex Morono,1,DEC
Don'Tale Mayes,Roque Martinez,0,DEC
Glover Teixeira,Thiago Santos,0,SUB
Tanner Boser,Andrei Arlovski,1,DEC
Raoni Barcelos,Khalid Taha,0,DEC
Jamey Simmons,Giga Chikadze,1,KO/TKO
Yan Xiaonan,Claudia Gadelha,0,DEC
Bevon Lewis,Trevin Giles,1,KO/TKO
Alexandr Romanov,Marcos Rogerio de Lima,0,SUB
Eduardo Garagorri,Darren Elkins,1,SUB
Max Griffin,Ramiz Brahimaj,0,KO/TKO
Anthony Birchak,Gustavo Lopez,1,SUB
Uriah Hall,Anderson Silva,0,KO/TKO
Andre Fili,Bryce Mitchell,1,DEC
Greg Hardy,Maurice Greene,0,KO/TKO
Charlie Ontiveros,Kevin Holland,1,SUB
Thiago Moises,King Green,0,DEC
Chris Gruetzemacher,Alexander Hernandez,1,KO/TKO
Adrian Yanez,Victor Rodriguez,0,KO/TKO
Jack Marshman,Sean Strickland,1,DEC
Jason Witt,Cole Williams,0,SUB
Justin Ledet,Dustin Jacoby,1,KO/TKO
Miles Johns,Kevin Natividad,0,KO/TKO
Khabib Nurmagomedov,Justin Gaethje,0,SUB
Jared Cannonier,Robert Whittaker,1,DEC
Alexander Volkov,Walt Harris,0,KO/TKO
Jacob Malkoun,Phil Hawes,1,KO/TKO
Lauren Murphy,Liliya Shakirova,0,SUB
Ion Cutelaba,Magomed Ankalaev,1,KO/TKO
Tai Tuivasa,Stefan Struve,0,KO/TKO
Nathaniel Wood,Casey Kenney,1,DEC
Shavkat Rakhmonov,Alex Oliveira,0,SUB
Sam Alvey,Da Woon Jung,1,DEC
Miranda Maverick,Liana Jojua,0,KO/TKO
Alexander Yakovlev,Joel Alvarez,1,SUB
Brian Ortega,Chan Sung Jung,0,DEC
Katlyn Cerminara,Jessica Andrade,1,KO/TKO
Jimmy Crute,Modestas Bukauskas,0,KO/TKO
Claudio Silva,James Krause,1,DEC
Jonathan Martinez,Thomas Almeida,0,DEC
Mateusz Gamrot,Guram Kutateladze,1,DEC
Gillian Robertson,Poliana Botelho,0,DEC
John Phillips,JunYong Park,1,DEC
Fares Ziam,Jamie Mullarkey,0,DEC
Gadzhimurad Antigulov,Maxim Grishin,1,KO/TKO
Said Nurmagomedov,Mark Striegl,0,KO/TKO
Cory Sandhagen,Marlon Moraes,0,KO/TKO
Makwan Amirkhani,Edson Barboza,1,DEC
Marcin Tybura,Ben Rothwell,0,DEC
Markus Perez,Dricus Du Plessis,1,KO/TKO
Tom Aspinall,Alan Baudot,0,KO/TKO
Youssef Zalal,Ilia Topuria,1,DEC
Tom Breese,KB Bhullar,0,KO/TKO
Rodrigo Nascimento,Chris Daukaus,1,KO/TKO
Joaquin Buckley,Impa Kasanganay,0,KO/TKO
Ali AlQaisi,Tony Kelley,1,DEC
Giga Chikadze,Omar Morales,0,DEC
Stephanie Egger,Tracy Cortez,1,DEC
Tagir Ulanbekov,Bruno Silva,0,DEC
Holly Holm,Irene Aldana,0,DEC
Yorgan De Castro,Carlos Felipe,1,DEC
Germaine de Randamie,Julianna Pena,0,SUB
Cameron Else,Kyler Phillips,1,KO/TKO
Dusko Todorovic,Dequan Townsend,0,KO/TKO
Court McGee,Carlos Condit,1,DEC
Charles Jourdain,Josh Culibao,0,DEC
Jordan Williams,Nassourdine Imavov,1,DEC
Loma Lookboonmee,Jinh Yu Frey,0,DEC
Alatengheili,Casey Kenney,1,DEC
Luigi Vendramini,Jessin Ayari,0,KO/TKO
Israel Adesanya,Paulo Costa,0,KO/TKO
Dominick Reyes,Jan Blachowicz,1,KO/TKO
Brandon Royval,Kai Kara-France,0,SUB
Sijara Eubanks,Ketlen Vieira,1,DEC
Hakeem Dawodu,Zubaira Tukhugov,0,DEC
Alex Da Silva,Brad Riddell,1,DEC
Jake Matthews,Diego Sanchez,0,DEC
Shane Young,Ludovit Klein,1,KO/TKO
William Knight,Aleksa Camur,0,DEC
Jeff Hughes,Juan Espino,1,SUB
Danilo Marques,Khadis Ibragimov,0,DEC
Colby Covington,Tyron Woodley,0,KO/TKO
Niko Price,Donald Cerrone,1,Overturned
Khamzat Chimaev,Gerald Meerschaert,0,KO/TKO
Ryan Spann,Johnny Walker,1,KO/TKO
Mackenzie Dern,Randa Markos,0,SUB
Darren Stewart,Kevin Holland,1,DEC
David Dvorak,Jordan Espinosa,0,DEC
Mirsad Bektic,Damon Jackson,1,SUB
Mayra Bueno Silva,Mara Romero Borella,0,SUB
Sarah Alpar,Jessica-Rose Clark,1,KO/TKO
Darrick Minner,TJ Laramie,0,SUB
Journey Newson,Randy Costa,1,KO/TKO
Andre Ewell,Irwin Rivera,0,DEC
Jerome Rivera,Tyson Nam,1,KO/TKO
Michelle Waterson-Gomez,Angela Hill,0,DEC
Khama Worthy,Ottman Azaitar,1,KO/TKO
Roxanne Modafferi,Andrea Lee,0,DEC
Mike Rodriguez,Ed Herman,1,SUB
King Green,Alan Patrick,0,DEC
Kyle Nelson,Billy Quarantillo,1,KO/TKO
Sijara Eubanks,Julia Avila,0,DEC
Kevin Croom,Roosevelt Roberts,1,Overturned
Alexandr Romanov,Roque Martinez,0,SUB
Brok Weaver,Jalin Turner,1,SUB
Bryan Barberena,Anthony Ivy,0,DEC
Justine Kish,Sabina Mazo,1,SUB
Alistair Overeem,Augusto Sakai,0,KO/TKO
Alonzo Menifield,Ovince Saint Preux,1,KO/TKO
Michel Pereira,Zelim Imadaev,0,SUB
Bartosz Fabinski,Andre Muniz,1,SUB
Brian Kelleher,Ray Rodriguez,0,SUB
Montana De La Rosa,Viviane Araujo,1,DEC
Hunter Azure,Cole Smith,0,DEC
Aleksandar Rakic,Anthony Smith,0,DEC
Robbie Lawler,Neil Magny,1,DEC
Alexa Grasso,Ji Yeon Kim,0,DEC
Bill Algeo,Ricardo Lamas,1,DEC
Impa Kasanganay,Maki Pitolo,0,DEC
Alessio Di Chirico,Zak Cummings,1,DEC
Alex Caceres,Austin Springer,0,SUB
Christian Aguilera,Sean Brady,1,SUB
Polyana Viana,Emily Whitmire,0,SUB
Hannah Cifers,Mallory Martin,1,SUB
Frankie Edgar,Pedro Munhoz,0,DEC
Marcin Prachnio,Mike Rodriguez,1,KO/TKO
Joe Solecki,Austin Hubbard,0,SUB
Mariya Agapova,Shana Dobson,1,KO/TKO
Daniel Rodriguez,Dwight Grant,0,KO/TKO
Mizuki,Amanda Lemos,1,DEC
Jordan Wright,Ike Villanueva,0,KO/TKO
Carlton Minus,Matthew Semelsberger,1,DEC
Timur Valiev,Trevin Jones,0,Overturned
Stipe Miocic,Daniel Cormier,0,DEC
Sean O'Malley,Marlon Vera,1,KO/TKO
Jairzinho Rozenstruik,Junior Dos Santos,0,KO/TKO
Herbert Burns,Daniel Pineda,1,KO/TKO
Merab Dvalishvili,John Dodson,0,DEC
Jim Miller,Vinc Pichel,1,DEC
Virna Jandiroba,Felice Herrig,0,SUB
TJ Brown,Danny Chavez,1,DEC
Livinha Souza,Ashley Yoder,0,DEC
Parker Porter,Chris Daukaus,1,KO/TKO
Kai Kamaka,Tony Kelley,0,DEC
Derrick Lewis,Aleksei Oleinik,0,KO/TKO
Omari Akhmedov,Chris Weidman,1,DEC
Darren Stewart,Maki Pitolo,0,SUB
Julija Stoliarenko,Yana Santos,1,DEC
Beneil Dariush,Scott Holtzman,0,KO/TKO
Laureano Staropoli,Tim Means,1,DEC
Kevin Holland,Joaquin Buckley,0,KO/TKO
Alexander Munoz,Nasrat Haqparast,1,DEC
Andrew Sanchez,Wellington Turman,0,KO/TKO
Justin Jaynes,Gavin Tucker,1,SUB
Youssef Zalal,Peter Barrett,0,DEC
Ali AlQaisi,Irwin Rivera,1,DEC
Derek Brunson,Edmen Shahbazyan,0,KO/TKO
Joanne Wood,Jennifer Maia,1,SUB
Vicente Luque,Randy Brown,0,KO/TKO
Lando Vannata,King Green,1,DEC
Jonathan Martinez,Frankie Saenz,0,KO/TKO
Johnny Munoz,Nate Maness,1,DEC
Jamall Emmers,Vince Cachero,0,DEC
Cody Durden,Chris Gutierrez,1,DEC
Robert Whittaker,Darren Till,0,DEC
Rogerio Nogueira,Mauricio Rua,1,DEC
Fabricio Werdum,Alexander Gustafsson,0,SUB
Marina Rodriguez,Carla Esparza,1,DEC
Paul Craig,Gadzhimurad Antigulov,0,SUB
Peter Sobotta,Alex Oliveira,1,DEC
Khamzat Chimaev,Rhys McKee,0,KO/TKO
Jai Herbert,Francisco Trinaldo,1,KO/TKO
Nicolas Dalby,Jesse Ronson,0,Overturned
Jake Collier,Tom Aspinall,1,KO/TKO
Movsar Evloev,Mike Grundy,0,DEC
Raphael Pessoa,Tanner Boser,1,KO/TKO
Pannie Kianzad,Bethe Correia,0,DEC
Niklas Stolze,Ramazan Emeev,1,DEC
Nathaniel Wood,John Castaneda,0,DEC
Deiveson Figueiredo,Joseph Benavidez,0,SUB
Kelvin Gastelum,Jack Hermansson,1,SUB
Rafael Fiziev,Marc Diakiese,0,DEC
Luana Carolina,Ariane da Silva,1,SUB
Askar Askarov,Alexandre Pantoja,0,DEC
Khadis Ibragimov,Roman Dolidze,1,KO/TKO
Grant Dawson,Nad Narimani,0,DEC
Joe Duffy,Joel Alvarez,1,SUB
Brett Johns,Montel Jackson,0,DEC
Malcolm Gordon,Amir Albazi,1,SUB
Arman Tsarukyan,Davi Ramos,0,DEC
Carlos Felipe,Serghei Spivac,1,M-DEC
Calvin Kattar,Dan Ige,0,DEC
Ryan Benoit,Tim Elliott,1,DEC
Jimmie Rivera,Cody Stamann,0,DEC
Molly McCann,Taila Santos,1,DEC
Mounir Lazzez,Abdul Razak Alhassan,0,DEC
John Phillips,Khamzat Chimaev,1,SUB
Lerone Murphy,Ricardo Ramos,0,KO/TKO
Andreas Michailidis,Modestas Bukauskas,1,KO/TKO
Jared Gordon,Chris Fishgold,0,DEC
Diana Belbita,Liana Jojua,1,SUB
Jack Shore,Aaron Phillips,0,SUB
Kamaru Usman,Jorge Masvidal,0,DEC
Max Holloway,Alexander Volkanovski,1,DEC
Petr Yan,Jose Aldo,0,KO/TKO
Jessica Andrade,Rose Namajunas,1,DEC
Amanda Ribas,Paige VanZant,0,SUB
Volkan Oezdemir,Jiri Prochazka,1,KO/TKO
Muslim Salikhov,Elizeu Zaleski dos Santos,0,DEC
Danny Henry,Makwan Amirkhani,1,SUB
Leonardo Santos,Roman Bogatov,0,DEC
Maxim Grishin,Marcin Tybura,1,DEC
Raulian Paiva,Zhalgas Zhumagulov,0,DEC
Vanessa Melo,Karol Rosa,1,DEC
Davey Grant,Martin Day,0,KO/TKO
Dustin Poirier,Dan Hooker,0,DEC
Mickey Gall,Mike Perry,1,DEC
Maurice Greene,Gian Villante,0,SUB
Kyle Daukaus,Brendan Allen,1,DEC
Takashi Sato,Jason Witt,0,KO/TKO
Sean Woodson,Julian Erosa,1,SUB
Khama Worthy,Luis Pena,0,SUB
Philipe Lins,Tanner Boser,1,KO/TKO
Kay Hansen,Jinh Yu Frey,0,SUB
Jordan Griffin,Youssef Zalal,1,DEC
Curtis Blaydes,Alexander Volkov,0,DEC
Shane Burgos,Josh Emmett,1,DEC
Raquel Pennington,Marion Reneau,0,DEC
Lyman Good,Belal Muhammad,1,DEC
Jim Miller,Roosevelt Roberts,0,SUB
Clay Guida,King Green,1,DEC
Tecia Pennington,Brianna Fortino,0,DEC
Oskar Piechota,Marc-Andre Barriault,1,Overturned
Gillian Robertson,Cortney Casey,0,SUB
Frank Camacho,Justin Jaynes,1,KO/TKO
Lauren Murphy,Roxanne Modafferi,0,DEC
Max Rohskopf,Austin Hubbard,1,KO/TKO
Cynthia Calvillo,Jessica Eye,0,DEC
Karl Roberson,Marvin Vettori,1,SUB
Charles Rosa,Kevin Aguilar,0,DEC
Charles Jourdain,Andre Fili,1,DEC
Jordan Espinosa,Mark De La Rosa,0,DEC
Hannah Cifers,Mariya Agapova,1,SUB
Merab Dvalishvili,Gustavo Lopez,0,DEC
Gina Mazany,Julia Avila,1,KO/TKO
Tyson Nam,Zarrukh Adashev,0,KO/TKO
Anthony Ivy,Christian Aguilera,1,KO/TKO
Amanda Nunes,Felicia Spencer,0,DEC
Raphael Assuncao,Cody Garbrandt,1,KO/TKO
Aljamain Sterling,Cory Sandhagen,0,SUB
Anthony Rocco Martin,Neil Magny,1,DEC
Sean O'Malley,Eddie Wineland,0,KO/TKO
Chase Hooper,Alex Caceres,1,DEC
Ian Heinisch,Gerald Meerschaert,0,KO/TKO
Brian Kelleher,Cody Stamann,1,DEC
Maki Pitolo,Charles Byrd,0,KO/TKO
Jussier Formiga,Alex Perez,1,KO/TKO
Devin Clark,Alonzo Menifield,0,DEC
Evan Dunham,Herbert Burns,1,SUB
Gilbert Burns,Tyron Woodley,0,DEC
Blagoy Ivanov,Augusto Sakai,1,DEC
Billy Quarantillo,Spike Carlyle,0,DEC
Brok Weaver,Roosevelt Roberts,1,SUB
Mackenzie Dern,Hannah Cifers,0,SUB
Antonina Shevchenko,Katlyn Cerminara,1,DEC
Daniel Rodriguez,Gabe Green,0,DEC
Klidson Abreu,Jamahal Hill,1,Overturned
Brandon Royval,Tim Elliott,0,SUB
Louis Smolka,Casey Kenney,1,SUB
Chris Gutierrez,Vince Morales,0,KO/TKO
Alistair Overeem,Walt Harris,0,KO/TKO
Angela Hill,Claudia Gadelha,1,DEC
Dan Ige,Edson Barboza,0,DEC
Eryk Anders,Krzysztof Jotko,1,DEC
Song Yadong,Marlon Vera,0,DEC
Matt Brown,Miguel Baeza,1,KO/TKO
Kevin Holland,Anthony Hernandez,0,KO/TKO
Irwin Rivera,Giga Chikadze,1,DEC
Nate Landwehr,Darren Elkins,0,DEC
Mara Romero Borella,Cortney Casey,1,SUB
Rodrigo Nascimento,Don'Tale Mayes,0,SUB
Glover Teixeira,Anthony Smith,0,KO/TKO
Ovince Saint Preux,Ben Rothwell,1,DEC
Drew Dober,Alexander Hernandez,0,KO/TKO
Ray Borg,Ricky Simon,1,DEC
Andrei Arlovski,Philipe Lins,0,DEC
Michael Johnson,Thiago Moises,1,SUB
Sijara Eubanks,Sarah Moras,0,DEC
Gabriel Benitez,Omar Morales,1,DEC
Brian Kelleher,Hunter Azure,0,KO/TKO
Ike Villanueva,Chase Sherman,1,KO/TKO
Justin Gaethje,Tony Ferguson,0,KO/TKO
Dominick Cruz,Henry Cejudo,1,KO/TKO
Francis Ngannou,Jairzinho Rozenstruik,0,KO/TKO
Jeremy Stephens,Calvin Kattar,1,KO/TKO
Greg Hardy,Yorgan De Castro,0,DEC
Donald Cerrone,Anthony Pettis,1,DEC
